summary,config,name
"{'_runtime': 46, '_timestamp': 1643727130, '_step': 0, 'error': 'no_communities', '_wandb': {'runtime': 44}}","{'death': 4, 'dataset': 'imdb-5000-movie-dataset', 'timeout': 6600, 'version': 'split_5', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.19824395982852017}",2022-02-01_15-51-23-GreeneDCD-MOSES-imdb-5000-movie-dataset:split_5
"{'_step': 0, 'error': 'timeout', '_wandb': {'runtime': 1804}, 'timeout': 1800, '_runtime': 1805, '_timestamp': 1643728855}","{'dataset': 'DBLP-V1', 'timeout': 1800, 'version': 'split_10', 'baseline': 'Louvain-Dynamic'}",2022-02-01_15-50-49-Louvain-Dynamic-DBLP-V1:split_10
"{'_step': 0, 'error': 'timeout', '_wandb': {'runtime': 3604}, 'timeout': 3600, '_runtime': 3606, '_timestamp': 1643730631}","{'seed': 42, 'gamma': 0.06361396944092149, 'dataset': 'house-of-representatives-congress-116', 'timeout': 3600, 'version': 'static_small', 'baseline': 'GEMSEC', 'clusters': 32, 'dimensions': 32, 'walk_length': 80, 'walk_number': 5, 'window_size': 10, 'learning_rate': 0.09920543335901144, 'negative_samples': 5}",2022-02-01_15-50-25-GEMSEC-house-of-representatives-congress-116:static_small
"{'_runtime': 1303, 'conductance': 0.8875621370639021, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.011922241318571038], [1, 0.00640741915356087], [2, 0.010139527378235001], [3, 0.010353170271018721], [4, 0.008759709863079017], [5, 0.005892323091887675]]}, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 5.959188584628076], [1, 3.6962663895595287], [2, 3.8124542122578635], [3, 3.295422718823055], [4, 2.7803617625983725], [5, 2.6410034756513903]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.08442154889000653], [1, 0.06894024519865281], [2, 0.05771079603073093], [3, 0.05241828707459064], [4, 0.04875430195172856], [5, 0.05040308207685564]]}, 'avg_odf': 3.697449523919714, 'z_modularity': 'NaN', 'link_modularity': 0.06044137687042752, 'modularity_overlap': 0.001371096909808604, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 2058], [1, 2582], [2, 3237], [3, 4135], [4, 4361], [5, 4959]]}, 'community_count': 3555.3333333333335, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 5.959188584628076], [1, 3.6962663895595287], [2, 3.8124542122578635], [3, 3.295422718823055], [4, 2.7803617625983725], [5, 2.6410034756513903]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.9088050258795397], [1, 0.9010503272666326], [2, 0.8851128253244682], [3, 0.8770798753370534], [4, 0.8789666156592839], [5, 0.874358152916435]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, nan], [1, nan], [2, 1.4142272270537717], [3, 1.182785041923183], [4, 1.0884939240672116], [5, 1.0463126706433703]]}, 'internal_edge_density': 0.008912398512725387, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.001728546619622031], [1, 0.0010939413927177313], [2, 0.0016747166464680834], [3, 0.0014627398094293627], [4, 0.001275285612373561], [5, 0.0009913513782408552]]}, '_step': 0, '_wandb': {'runtime': 1306}, 'expansion': 3.697449523919714, '_timestamp': 1643728317}","{'death': 3, 'dataset': 'sx-mathoverflow', 'timeout': 3600, 'version': 'split_6', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.1453347717822303}",2022-02-01_15-50-14-GreeneDCD-MOSES-sx-mathoverflow:split_6
"{'_runtime': 1280, 'community_count': 3555.3333333333335, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 5.959188584628076], [1, 3.6962663895595287], [2, 3.8124542122578635], [3, 3.295422718823055], [4, 2.7803617625983725], [5, 2.6410034756513903]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.001728546619622031], [1, 0.0010939413927177313], [2, 0.0016747166464680834], [3, 0.0014627398094293627], [4, 0.001275285612373561], [5, 0.0009913513782408552]]}, '_step': 0, '_wandb': {'runtime': 1283}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.08442154889000653], [1, 0.06894024519865281], [2, 0.05771079603073093], [3, 0.05241828707459064], [4, 0.04875430195172856], [5, 0.05040308207685564]]}, 'avg_odf': 3.697449523919714, 'expansion': 3.697449523919714, '_timestamp': 1643726986, 'link_modularity': 0.06044137687042752, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 2058], [1, 2582], [2, 3237], [3, 4135], [4, 4361], [5, 4959]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.9088050258795397], [1, 0.9010503272666326], [2, 0.8851128253244682], [3, 0.8770798753370534], [4, 0.8789666156592839], [5, 0.874358152916435]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, nan], [1, nan], [2, 1.4142272270537717], [3, 1.182785041923183], [4, 1.0884939240672116], [5, 1.0463126706433703]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.011922241318571038], [1, 0.00640741915356087], [2, 0.010139527378235001], [3, 0.010353170271018721], [4, 0.008759709863079017], [5, 0.005892323091887675]]}, 'conductance': 0.8875621370639021, 'z_modularity': 'NaN', 'modularity_overlap': 0.001371096909808604, 'internal_edge_density': 0.008912398512725387, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 5.959188584628076], [1, 3.6962663895595287], [2, 3.8124542122578635], [3, 3.295422718823055], [4, 2.7803617625983725], [5, 2.6410034756513903]]}}","{'death': 3, 'dataset': 'sx-mathoverflow', 'timeout': 3600, 'version': 'split_6', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.29929455729397103}",2022-02-01_15-28-26-GreeneDCD-MOSES-sx-mathoverflow:split_6
"{'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.6045167864716737], [1, 0.46413043478260874], [2, 0.7119545366913788], [3, 0.3996101364522417], [4, 0.49208806329549365], [5, 0.7224358974358974], [6, 0.5706085794001394]]}, '_runtime': 270, 'z_modularity': 'NaN', 'community_count': 3.4285714285714284, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.6350239182430963], [1, 0.11270871985157699], [2, 0.5055177788672184], [3, 0.4137100063025989], [4, 0.05350815024805103], [5, 0.2422427606622887], [6, 0.1528479946073475]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.20184533436157034], [1, 0.3026559770224092], [2, 0.3372836771590424], [3, 0.23016903366218996], [4, 0.2880290176162511], [5, 0.27763790349203793], [6, 0.3221103760221299]]}, '_step': 0, '_wandb': {'runtime': 273}, '_timestamp': 1643725681, 'link_modularity': 0.111726917703609, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 7], [1, 2], [2, 5], [3, 3], [4, 2], [5, 3], [6, 2]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.09735587053046171], [1, 0.12089034210991302], [2, 0.09889755398906752], [3, 0.11690705506160698], [4, 0.12503120096282794], [5, 0.10770846636377944], [6, 0.11529793490760636]]}, 'avg_odf': 3.0871004206411783, 'conductance': 0.3022227612545968, 'modularity_overlap': 0.27996161704794725, 'internal_edge_density': 0.5664777763613477, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, nan], [1, nan], [2, nan], [3, nan], [4, nan], [5, nan], [6, nan]]}, 'expansion': 3.0871004206411783, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 6.3880952380952385], [1, 1.385], [2, 6.524285714285715], [3, 1.6315789473684212], [4, 0.4853801169590643], [5, 3.279761904761905], [6, 1.9156010230179028]]}, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 6.3880952380952385], [1, 1.385], [2, 6.524285714285715], [3, 1.6315789473684212], [4, 0.4853801169590643], [5, 3.279761904761905], [6, 1.9156010230179028]]}}","{'death': 3, 'dataset': 'star-wars', 'timeout': 3600, 'version': 'split_7', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.29699400356444805}",2022-02-01_15-23-30-GreeneDCD-MOSES-star-wars:split_7
"{'timeout': 1800, '_runtime': 1807, '_timestamp': 1643727045, '_step': 0, 'error': 'timeout', '_wandb': {'runtime': 1804}}","{'dataset': 'DBLP-V1', 'timeout': 1800, 'version': 'split_10', 'baseline': 'Louvain-Dynamic'}",2022-02-01_15-20-37-Louvain-Dynamic-DBLP-V1:split_10
"{'z_modularity': 1.240372491508501, 'community_count': 93.1, 'internal_edge_density': 0.6869849171824187, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 6.144141010979374], [1, 2.154557936581198], [2, 0.9675140715236294], [3, 0.6513817463572514], [4, 0.5071203668461608], [5, 0.546445546749034], [6, 0.28225083498238923], [7, 0.31462072326892937], [8, 0.34579192241942813], [9, 0.3065315101366034]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.47952258851746], [1, 0.19135001346857797], [2, 0.11991373683777765], [3, 0.07684074461384408], [4, 0.06083167161471137], [5, 0.07025151456646538], [6, 0.04479184389681919], [7, 0.0494268502287568], [8, 0.053974799536002406], [9, 0.05301718742644825]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.06310713747367375], [1, 0.06405444263129335], [2, 0.07011582018431908], [3, 0.07077475685213962], [4, 0.06942238373317569], [5, 0.06889862185426639], [6, 0.07594002105208485], [7, 0.07228488094919842], [8, 0.06957402822996409], [9, 0.07332157495399949]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.1304518038304567], [1, 0.5599520310780872], [2, 0.5189020372017452], [3, 0.6469874915735281], [4, 0.7107365111389878], [5, 0.7292286701252716], [6, 0.7416576093889485], [7, 0.7577637442636659], [8, 0.6781327435126069], [9, 0.7259624072682317]]}, 'link_modularity': 0.06974936679141147, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 6.144141010979374], [1, 2.154557936581198], [2, 0.9675140715236294], [3, 0.6513817463572514], [4, 0.5071203668461608], [5, 0.546445546749034], [6, 0.28225083498238923], [7, 0.31462072326892937], [8, 0.34579192241942813], [9, 0.3065315101366034]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 15], [1, 36], [2, 62], [3, 64], [4, 80], [5, 96], [6, 139], [7, 135], [8, 134], [9, 170]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.3595002009448931], [1, 0.7436513314872862], [2, 0.5880304225771987], [3, 0.6543225695469186], [4, 0.7227372685735501], [5, 0.7570143058283868], [6, 0.7745032557128195], [7, 0.8090092564350814], [8, 0.6981073641956081], [9, 0.7629731965224446]]}, 'avg_odf': 1.2220355669844, '_runtime': 70, 'expansion': 1.2220355669844, '_timestamp': 1643725304, 'conductance': 0.11999209507068632, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.2828265492458736], [1, 0.32027095294887453], [2, 0.39153355993554706], [3, 0.4221780492911459], [4, 0.44588234300760965], [5, 0.45313541502049437], [6, 0.4953001711913291], [7, 0.4936875357517815], [8, 0.48901243838730146], [9, 0.4961922808020534]]}, '_step': 0, '_wandb': {'runtime': 74}, 'modularity': 0.42900192955820105, 'modularity_overlap': 0.619977504938153, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.7018208625304857], [1, 0.8216292088468838], [2, 1.0369441579345262], [3, 1.151846775940558], [4, 1.3182399575271808], [5, 1.378122007715326], [6, 1.4261452369762224], [7, 1.5056969375493323], [8, 1.5682952792725986], [9, 1.494984490791898]]}}","{'death': 3, 'level': -1, 'dataset': 'sx-mathoverflow', 'epsilon': 0.001, 'timeout': 1200, 'version': 'split_10', 'baseline': 'GreeneDCD-louvain', 'max_step': -1, 'weighted': False, 'min_length': 2, 'reuse_partition': False, 'persist_threshold': 1, 'matching_threshold': 0.13305773593873255}",2022-02-01_15-20-33-GreeneDCD-louvain-sx-mathoverflow:split_10
"{'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.6335079647674425], [1, 0.8680787410755836], [2, 1.150455018830039], [3, 1.1891546125373464], [4, 1.2547363087317163], [5, 1.2758926823684724], [6, 1.439439857733204], [7, 1.630394735515226], [8, 1.5903751429647364], [9, 1.4498397212377516]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.06482857898770188], [1, 0.061896689315762116], [2, 0.06548267208924485], [3, 0.06888517972190603], [4, 0.06921679692935861], [5, 0.07180762793023124], [6, 0.07362381457729208], [7, 0.07157147433769014], [8, 0.07122052712332629], [9, 0.07395533879081216]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.1913122459641988], [1, 0.5748089993318829], [2, 0.5280312068863842], [3, 0.6321902580320914], [4, 0.6857068533172418], [5, 0.7252008836566555], [6, 0.742905910203963], [7, 0.7560721560685947], [8, 0.6916657930735522], [9, 0.7431164351181393]]}, 'expansion': 1.121355140930799, '_timestamp': 1643725201, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 4.71748176727025], [1, 2.3362718906552975], [2, 1.0479508923466465], [3, 0.7435167022287867], [4, 0.6357189354393404], [5, 0.4858994655191238], [6, 0.3099539276244064], [7, 0.3396429027686197], [8, 0.3142865428336099], [9, 0.28282838262190785]]}, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.2672217214331995], [1, 0.3244016487256704], [2, 0.39511928127560053], [3, 0.42159578900437533], [4, 0.4358600239370697], [5, 0.4505487834191893], [6, 0.4874527106748781], [7, 0.5041751318827746], [8, 0.4988871539591515], [9, 0.493118076309606]]}, 'z_modularity': 1.2481874785761518, 'community_count': 94.1, 'link_modularity': 0.06924886998033254, 'modularity_overlap': 0.6271010741652704, '_wandb': {'runtime': 61}, 'avg_odf': 1.121355140930799, '_runtime': 57, 'conductance': 0.1182847081327356, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 19], [1, 33], [2, 58], [3, 70], [4, 83], [5, 100], [6, 139], [7, 135], [8, 131], [9, 173]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.5828808210255643], [1, 0.593583140105635], [2, 0.5358840783185898], [3, 0.6961686568697215], [4, 0.7007685572611296], [5, 0.7663753966327431], [6, 0.7715140905420753], [7, 0.803950086297348], [8, 0.7109100896732806], [9, 0.8111769923101426]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.44861867165201513], [1, 0.18223507644421316], [2, 0.10694836341752566], [3, 0.09820633530761885], [4, 0.07950331361185169], [5, 0.07276062164916368], [6, 0.04586400122029025], [7, 0.05147036401105059], [8, 0.04589933298425883], [9, 0.051341001029368144]]}, '_step': 0, 'modularity': 0.42783803206215154, 'internal_edge_density': 0.697321190903623, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 4.71748176727025], [1, 2.3362718906552975], [2, 1.0479508923466465], [3, 0.7435167022287867], [4, 0.6357189354393404], [5, 0.4858994655191238], [6, 0.3099539276244064], [7, 0.3396429027686197], [8, 0.3142865428336099], [9, 0.28282838262190785]]}}","{'death': 3, 'level': -1, 'dataset': 'sx-mathoverflow', 'epsilon': 0.001, 'timeout': 1200, 'version': 'split_10', 'baseline': 'GreeneDCD-louvain', 'max_step': -1, 'weighted': False, 'min_length': 2, 'reuse_partition': False, 'persist_threshold': 1, 'matching_threshold': 0.24811911445675744}",2022-02-01_15-19-03-GreeneDCD-louvain-sx-mathoverflow:split_10
"{'avg_odf': 3.0871004206411783, '_runtime': 291, '_timestamp': 1643725368, 'z_modularity': 'NaN', 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.6045167864716737], [1, 0.46413043478260874], [2, 0.7119545366913788], [3, 0.3996101364522417], [4, 0.49208806329549365], [5, 0.7224358974358974], [6, 0.5706085794001394]]}, '_step': 0, '_wandb': {'runtime': 298}, 'conductance': 0.3022227612545968, 'community_count': 3.4285714285714284, 'link_modularity': 0.111726917703609, 'modularity_overlap': 0.27996161704794725, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.6350239182430963], [1, 0.11270871985157699], [2, 0.5055177788672184], [3, 0.4137100063025989], [4, 0.05350815024805103], [5, 0.2422427606622887], [6, 0.1528479946073475]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, nan], [1, nan], [2, nan], [3, nan], [4, nan], [5, nan], [6, nan]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 7], [1, 2], [2, 5], [3, 3], [4, 2], [5, 3], [6, 2]]}, 'expansion': 3.0871004206411783, 'internal_edge_density': 0.5664777763613477, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 6.3880952380952385], [1, 1.385], [2, 6.524285714285715], [3, 1.6315789473684212], [4, 0.4853801169590643], [5, 3.279761904761905], [6, 1.9156010230179028]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.09735587053046171], [1, 0.12089034210991302], [2, 0.09889755398906752], [3, 0.11690705506160698], [4, 0.12503120096282794], [5, 0.10770846636377944], [6, 0.11529793490760636]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.20184533436157034], [1, 0.3026559770224092], [2, 0.3372836771590424], [3, 0.23016903366218996], [4, 0.2880290176162511], [5, 0.27763790349203793], [6, 0.3221103760221299]]}, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 6.3880952380952385], [1, 1.385], [2, 6.524285714285715], [3, 1.6315789473684212], [4, 0.4853801169590643], [5, 3.279761904761905], [6, 1.9156010230179028]]}}","{'death': 3, 'dataset': 'star-wars', 'timeout': 3600, 'version': 'split_7', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.18042486696652263}",2022-02-01_15-17-57-GreeneDCD-MOSES-star-wars:split_7
