summary,config,name
"{'error': 'no_communities', '_wandb': {'runtime': 33}, '_runtime': 35, '_timestamp': 1643650636, '_step': 0}","{'death': 4, 'dataset': 'DBLP-HCN', 'timeout': 3600, 'version': 'split_5', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.25285250954608074}",2022-01-31_18-36-41-GreeneDCD-MOSES-DBLP-HCN:split_5
"{'_runtime': 37, '_timestamp': 1643650596, '_step': 0, 'error': 'no_communities', '_wandb': {'runtime': 35}}","{'death': 3, 'dataset': 'DBLP-HCN', 'timeout': 3600, 'version': 'split_5', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.22828003044275277}",2022-01-31_18-35-59-GreeneDCD-MOSES-DBLP-HCN:split_5
"{'timeout': 1200, '_runtime': 1206, '_timestamp': 1643649351, '_step': 0, 'error': 'timeout', '_wandb': {'runtime': 1205}}","{'death': 3, 'dataset': 'sx-superuser', 'timeout': 1200, 'version': 'split_10', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.15254942632186683}",2022-01-31_17-55-44-GreeneDCD-MOSES-sx-superuser:split_10
"{'_wandb': {'runtime': 1203}, 'timeout': 1200, '_runtime': 1204, '_timestamp': 1643648137, '_step': 0, 'error': 'timeout'}","{'death': 3, 'dataset': 'sx-superuser', 'timeout': 1200, 'version': 'split_10', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.1789896013465978}",2022-01-31_17-35-32-GreeneDCD-MOSES-sx-superuser:split_10
"{'_timestamp': 1643653988, 'link_modularity': 0.09471534099258816, '_wandb': {'runtime': 7418}, 'avg_odf': 4.577307049455735, '_runtime': 7414, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.09889996149923609], [1, 0.09416465638295878], [2, 0.09350144229134903], [3, 0.09364517185191294], [4, 0.09336547293748387]]}, '_step': 0, 'z_modularity': 0.9340322584664248, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 2837], [1, 3845], [2, 5139], [3, 5742], [4, 6495]]}, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 5.271211879787672], [1, 4.6887330689115005], [2, 4.377736129158888], [3, 4.293597425505471], [4, 4.255256743915144]]}, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.39155583366370583], [1, 0.407221411006482], [2, 0.40538709216905483], [3, 0.4099493927694422], [4, 0.40540765298916576]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.8610553881871761], [1, 0.948509989921821], [2, 0.9478896733245087], [3, 0.9634734216882674], [4, 0.9492328192103507]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.04530635475997505], [1, 0.0604290279808542], [2, 0.06197082669805625], [3, 0.05996258908009095], [4, 0.05415154783173487]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.32007577489356037], [1, 0.33162577746504274], [2, 0.3536858262561067], [3, 0.3485483065640604], [4, 0.3516592604944184]]}, 'conductance': 0.7915249215862458, 'modularity_overlap': 0.05636406927014226, 'internal_edge_density': 0.34111898913463773, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 5.271211879787672], [1, 4.6887330689115005], [2, 4.377736129158888], [3, 4.293597425505471], [4, 4.255256743915144]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.821376512306827], [1, 0.796137152069193], [2, 0.7785826001864642], [3, 0.7811086758439801], [4, 0.7804196675247651]]}, 'expansion': 4.577307049455735, 'modularity': 0.40390427651957017, 'community_count': 4811.6}","{'dataset': 'social-distancing-student', 'timeout': 1800, 'version': 'split_5', 'baseline': 'Dynamo'}",2022-01-31_17-29-33-Dynamo-social-distancing-student:split_5
"{'_wandb': {'runtime': 1203}, 'timeout': 1200, '_runtime': 1205, '_timestamp': 1643646926, '_step': 0, 'error': 'timeout'}","{'death': 4, 'dataset': 'sx-superuser', 'timeout': 1200, 'version': 'split_10', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.08127356423851344}",2022-01-31_17-15-21-GreeneDCD-MOSES-sx-superuser:split_10
"{'error': 'timeout', '_wandb': {'runtime': 1203}, 'timeout': 1200, '_runtime': 1206, '_timestamp': 1643645715, '_step': 0}","{'death': 3, 'dataset': 'sx-superuser', 'timeout': 1200, 'version': 'split_10', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.08450271896087432}",2022-01-31_16-55-09-GreeneDCD-MOSES-sx-superuser:split_10
"{'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.9173468762361353], [1, 0.9287164278629664], [2, 0.9554263473747372], [3, 0.9436535326793399], [4, 0.9714551601399918]]}, '_wandb': {'runtime': 6279}, '_timestamp': 1643650589, 'conductance': 0.31776462605941475, 'link_modularity': 0.10088019713009806, 'modularity_overlap': 0.35555652655705894, 'internal_edge_density': 0.724832845130499, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 1.3180681429839085], [1, 1.10854967783422], [2, 0.9767561044401178], [3, 0.8810022235478348], [4, 0.8919418232516775]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.7454766943088362], [1, 0.7107903729956501], [2, 0.730536304872817], [3, 0.737201650791823], [4, 0.7001592026833686]]}, 'expansion': 1.0352635944115518, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 309], [1, 442], [2, 506], [3, 967], [4, 605]]}, '_step': 0, 'avg_odf': 1.0352635944115518, '_runtime': 6275, 'modularity': 0.4214654066513612, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 1.3180681429839085], [1, 1.10854967783422], [2, 0.9767561044401178], [3, 0.8810022235478348], [4, 0.8919418232516775]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.31126554693376307], [1, 0.31348874480040934], [2, 0.3145961834829445], [3, 0.33522590279457204], [4, 0.3142467522853848]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.10087471122311509], [1, 0.10119907812542181], [2, 0.09944563881952705], [3, 0.10242975760109553], [4, 0.10045179988133089]]}, 'z_modularity': 0.9433196688586344, 'community_count': 565.8, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.41356370992696545], [1, 0.41779662137851453], [2, 0.4219271196017432], [3, 0.4250760263388319], [4, 0.42896355601075076]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.39074805946999874], [1, 0.3521306333393764], [2, 0.35746538341670664], [3, 0.337340895716416], [4, 0.3400976608427969]]}}","{'death': 4, 'level': -1, 'dataset': 'social-distancing-student', 'epsilon': 0.001, 'timeout': 1200, 'version': 'split_5', 'baseline': 'GreeneDCD-louvain', 'max_step': -1, 'weighted': False, 'min_length': 2, 'reuse_partition': False, 'persist_threshold': 1, 'matching_threshold': 0.1582828008948995}",2022-01-31_16-51-53-GreeneDCD-louvain-social-distancing-student:split_5
"{'_step': 0, 'error': 'timeout', '_wandb': {'runtime': 1204}, 'timeout': 1200, '_runtime': 1208, '_timestamp': 1643644503}","{'death': 4, 'dataset': 'sx-superuser', 'timeout': 1200, 'version': 'split_10', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.15005262936407215}",2022-01-31_16-34-53-GreeneDCD-MOSES-sx-superuser:split_10
"{'_step': 0, 'error': 'timeout', '_wandb': {'runtime': 1204}, 'timeout': 1200, '_runtime': 1205, '_timestamp': 1643643288}","{'death': 4, 'dataset': 'sx-superuser', 'timeout': 1200, 'version': 'split_6', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.27360418843607803}",2022-01-31_16-14-42-GreeneDCD-MOSES-sx-superuser:split_6
"{'_step': 0, 'error': 'timeout', '_wandb': {'runtime': 1205}, 'timeout': 1200, '_runtime': 1209, '_timestamp': 1643642077}","{'death': 3, 'dataset': 'sx-superuser', 'timeout': 1200, 'version': 'split_6', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.1274834973656929}",2022-01-31_15-54-27-GreeneDCD-MOSES-sx-superuser:split_6
"{'error': 'timeout', '_wandb': {'runtime': 1204}, 'timeout': 1200, '_runtime': 1205, '_timestamp': 1643640851, '_step': 0}","{'death': 4, 'dataset': 'sx-superuser', 'timeout': 1200, 'version': 'split_6', 'baseline': 'GreeneDCD-MOSES', 'max_step': -1, 'min_length': 2, 'persist_threshold': 1, 'matching_threshold': 0.1270646246703961}",2022-01-31_15-34-05-GreeneDCD-MOSES-sx-superuser:split_6
"{'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 5.271211879787672], [1, 4.6887330689115005], [2, 4.377736129158888], [3, 4.293597425505471], [4, 4.255256743915144]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.8610553881871761], [1, 0.948509989921821], [2, 0.9478896733245087], [3, 0.9634734216882674], [4, 0.9492328192103507]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 2837], [1, 3845], [2, 5139], [3, 5742], [4, 6495]]}, 'conductance': 0.7915249215862458, 'expansion': 4.577307049455735, '_timestamp': 1643646545, 'modularity': 0.40390427651957017, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 5.271211879787672], [1, 4.6887330689115005], [2, 4.377736129158888], [3, 4.293597425505471], [4, 4.255256743915144]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.821376512306827], [1, 0.796137152069193], [2, 0.7785826001864642], [3, 0.7811086758439801], [4, 0.7804196675247651]]}, '_runtime': 7294, 'community_count': 4811.6, 'modularity_overlap': 0.05636406927014226, 'avg_odf': 4.577307049455735, '_wandb': {'runtime': 7298}, 'z_modularity': 0.9340322584664248, 'link_modularity': 0.09471534099258816, 'internal_edge_density': 0.34111898913463773, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.39155583366370583], [1, 0.407221411006482], [2, 0.40538709216905483], [3, 0.4099493927694422], [4, 0.40540765298916576]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.09889996149923609], [1, 0.09416465638295878], [2, 0.09350144229134903], [3, 0.09364517185191294], [4, 0.09336547293748387]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.04530635475997505], [1, 0.0604290279808542], [2, 0.06197082669805625], [3, 0.05996258908009095], [4, 0.05415154783173487]]}, '_step': 0, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.32007577489356037], [1, 0.33162577746504274], [2, 0.3536858262561067], [3, 0.3485483065640604], [4, 0.3516592604944184]]}}","{'dataset': 'social-distancing-student', 'timeout': 1800, 'version': 'split_5', 'baseline': 'Dynamo'}",2022-01-31_15-27-30-Dynamo-social-distancing-student:split_5
"{'_runtime': 40, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.027470703703264095], [1, 0.02272589924307604], [2, 0.017942826562596676], [3, 0.024451207687696323], [4, 0.0379604632847206]]}, 'community_count': 2053.8, 'modularity_overlap': 0.018421845931546457, 'internal_edge_density': 0.02611022009627075, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.354031184354261], [1, 0.3409384914255419], [2, 0.30471512902679004], [3, 0.2625022601617994], [4, 0.2531461105717261]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.9531118074053252], [1, 0.9588595143795619], [2, 0.9657500321245335], [3, 0.9610620197388908], [4, 0.9383367311758395]]}, 'avg_odf': 3.0638820722986084, '_timestamp': 1643639219, 'conductance': 0.9554240209648304, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.018651873182395032], [1, 0.015688836816485592], [2, 0.01257096752104465], [3, 0.01715073949274803], [4, 0.02804681264505897]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 1.6894497845159253], [1, 1.7755510909784988], [2, 1.4797128423192818], [3, 1.470256910567044], [4, 1.4666273322755903]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 896], [1, 1271], [2, 1724], [3, 2882], [4, 3496]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.057872703745105544], [1, 0.05486619643465229], [2, 0.050499132616407934], [3, 0.04274181353986638], [4, 0.04106623863457641]]}, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 1.6092894137830882], [1, 1.9018035895136367], [2, 2.292258071175836], [3, 3.8041821361387447], [4, 5.711877150881737]]}, 'expansion': 3.0638820722986084, 'z_modularity': 1.576319592131268, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 1.6092894137830882], [1, 1.9018035895136367], [2, 2.292258071175836], [3, 3.8041821361387447], [4, 5.711877150881737]]}, 'link_modularity': 0.04940921699412172, '_step': 0, '_wandb': {'runtime': 47}, 'modularity': 0.3030666351080237}","{'dataset': 'imdb-5000-movie-dataset', 'timeout': 1800, 'version': 'split_5', 'baseline': 'Dynamo'}",2022-01-31_15-26-18-Dynamo-imdb-5000-movie-dataset:split_5
"{'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 1.6894497845159253], [1, 1.7755510909784988], [2, 1.4797128423192818], [3, 1.470256910567044], [4, 1.4666273322755903]]}, 'expansion': 3.0638820722986084, 'z_modularity': 1.576319592131268, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 1.6092894137830882], [1, 1.9018035895136367], [2, 2.292258071175836], [3, 3.8041821361387447], [4, 5.711877150881737]]}, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.354031184354261], [1, 0.3409384914255419], [2, 0.30471512902679004], [3, 0.2625022601617994], [4, 0.2531461105717261]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.9531118074053252], [1, 0.9588595143795619], [2, 0.9657500321245335], [3, 0.9610620197388908], [4, 0.9383367311758395]]}, 'internal_edge_density': 0.02611022009627075, '_step': 0, '_wandb': {'runtime': 45}, 'avg_odf': 3.0638820722986084, 'modularity': 0.3030666351080237, 'community_count': 2053.8, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.057872703745105544], [1, 0.05486619643465229], [2, 0.050499132616407934], [3, 0.04274181353986638], [4, 0.04106623863457641]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.018651873182395032], [1, 0.015688836816485592], [2, 0.01257096752104465], [3, 0.01715073949274803], [4, 0.02804681264505897]]}, '_runtime': 41, '_timestamp': 1643639146, 'conductance': 0.9554240209648304, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 1.6092894137830882], [1, 1.9018035895136367], [2, 2.292258071175836], [3, 3.8041821361387447], [4, 5.711877150881737]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 896], [1, 1271], [2, 1724], [3, 2882], [4, 3496]]}, 'link_modularity': 0.04940921699412172, 'modularity_overlap': 0.018421845931546457, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.027470703703264095], [1, 0.02272589924307604], [2, 0.017942826562596676], [3, 0.024451207687696323], [4, 0.0379604632847206]]}}","{'dataset': 'imdb-5000-movie-dataset', 'timeout': 1800, 'version': 'split_5', 'baseline': 'Dynamo'}",2022-01-31_15-25-05-Dynamo-imdb-5000-movie-dataset:split_5
"{'snapshots/f1_table': {'columns': ['snapshot', 'snapshots/f1'], 'data': [[0, 0.47400000000000003]]}, '_runtime': 11720, 'conductance': 0.5345737869837912, 'snapshots/nf1_table': {'columns': ['snapshot', 'snapshots/nf1'], 'data': [[0, 0.1692857142857143]]}, 'f1': 0.474, '_wandb': {'runtime': 11726}, 'avg_odf': 2.5393719863468176, 'internal_edge_density': 0.0019056674024380063, 'snapshots/omega_table': {'columns': ['snapshot', 'snapshots/omega'], 'data': [[0, 0.11942117922551786]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.5345737869837912]]}, 'snapshots/overlapping_nmi_table': {'columns': ['snapshot', 'snapshots/overlapping_nmi'], 'data': [[0, 0.04874593697004773]]}, 'omega': 0.11942117922551786, '_timestamp': 1643650812, 'community_count': 5, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 2.5393719863468176]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.06829149631340986]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.0019056674024380063]]}, 'expansion': 2.5393719863468176, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.00044538386287024616]]}, 'link_modularity': 0.06829149631340986, 'modularity_overlap': 0.00044538386287024616, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 5]]}, 'nf1': 0.1692857142857143, 'overlapping_nmi': 0.04874593697004773, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.49491600215835285]]}, '_step': 0, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 2.5393719863468176]]}, 'z_modularity': 0.49491600215835285}","{'k': 40, 'ks': 5, 'lr': 0.18916138917850475, 'beta': 0.1966168116926779, 'alpha': 0.15413138524503597, 'dataset': 'DBLP-HCN', 'timeout': -1, 'version': 'static', 'baseline': 'ComE', 'negative': 5, 'num_iter': 20, 'reg_covar': 1e-05, 'batch_size': 50, 'table_size': 10000, 'num_workers': 10, 'walk_length': 40, 'window_size': 5, 'number_walks': 30, 'down_sampling': 0, 'representation_size': 64}",2022-01-31_15-24-51-ComE-DBLP-HCN:static
"{'_step': 0, '_timestamp': 1643639078, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 1.6092894137830882], [1, 1.9018035895136367], [2, 2.292258071175836], [3, 3.8041821361387447], [4, 5.711877150881737]]}, '_wandb': {'runtime': 39}, 'modularity': 0.3030666351080237, 'link_modularity': 0.04940921699412172, 'internal_edge_density': 0.02611022009627075, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 1.6092894137830882], [1, 1.9018035895136367], [2, 2.292258071175836], [3, 3.8041821361387447], [4, 5.711877150881737]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.9531118074053252], [1, 0.9588595143795619], [2, 0.9657500321245335], [3, 0.9610620197388908], [4, 0.9383367311758395]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.018651873182395032], [1, 0.015688836816485592], [2, 0.01257096752104465], [3, 0.01715073949274803], [4, 0.02804681264505897]]}, '_runtime': 35, 'conductance': 0.9554240209648304, 'community_count': 2053.8, 'modularity_overlap': 0.018421845931546457, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 1.6894497845159253], [1, 1.7755510909784988], [2, 1.4797128423192818], [3, 1.470256910567044], [4, 1.4666273322755903]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 896], [1, 1271], [2, 1724], [3, 2882], [4, 3496]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.057872703745105544], [1, 0.05486619643465229], [2, 0.050499132616407934], [3, 0.04274181353986638], [4, 0.04106623863457641]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.027470703703264095], [1, 0.02272589924307604], [2, 0.017942826562596676], [3, 0.024451207687696323], [4, 0.0379604632847206]]}, 'avg_odf': 3.0638820722986084, 'expansion': 3.0638820722986084, 'z_modularity': 1.576319592131268, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.354031184354261], [1, 0.3409384914255419], [2, 0.30471512902679004], [3, 0.2625022601617994], [4, 0.2531461105717261]]}}","{'dataset': 'imdb-5000-movie-dataset', 'timeout': 1800, 'version': 'split_5', 'baseline': 'Dynamo'}",2022-01-31_15-24-02-Dynamo-imdb-5000-movie-dataset:split_5
"{'_step': 0, '_wandb': {'runtime': 149}, 'avg_odf': 9.069812172892217, 'conductance': 0.9418994721440171, 'community_count': 38.9, 'link_modularity': 0.09313805120524296, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.009852367311498716], [1, 0.040151616622677015], [2, 0.02901371487316729], [3, 0.03226057704521965], [4, 0.03180879612323192], [5, 0.0039797095268157365], [6, 0.02887251473482004], [7, 0.001961457088626871], [8, 0.02822207475136651], [9, 0.028429488566789975]]}, '_runtime': 145, 'modularity_overlap': -0.002109368733300045, 'internal_edge_density': 0.023455231664421372, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.17242964314623432], [1, 0.23820999537834922], [2, 0.2416152194070442], [3, 0.24371408452537396], [4, 0.24597749321865944], [5, 0.1915957537409527], [6, 0.24073037775003014], [7, 0.2695829762344582], [8, 0.2596494351715026], [9, 0.24775513200900687]]}, 'expansion': 9.069812172892217, '_timestamp': 1643639016, 'z_modularity': 0.47937332768013496, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.9563751848429487], [1, 0.9354631849287038], [2, 0.94436674271187], [3, 0.939099902200752], [4, 0.9389131047977661], [5, 0.95161300469344], [6, 0.9375185988597456], [7, 0.9435774571295825], [8, 0.9355486731250436], [9, 0.9365188681503169]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 40], [1, 42], [2, 39], [3, 40], [4, 40], [5, 37], [6, 38], [7, 37], [8, 38], [9, 38]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.09103961745015254], [1, 0.09574805029292678], [2, 0.09917863226406291], [3, 0.09268516282775857], [4, 0.09377661931271496], [5, 0.08871388473909242], [6, 0.08939429339199301], [7, 0.09680444267874369], [8, 0.09520952585775402], [9, 0.0888302832372306]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.004859394577578217], [1, -0.004390633240282143], [2, -0.0025041368256266167], [3, -0.005301902696577541], [4, -0.005759003084069341], [5, 0.0017762294406074913], [6, -0.003469397530598799], [7, 0.0008051963188046951], [8, -0.0035382762201924363], [9, -0.003571158072643976]]}, 'modularity': 0.23512601105816117, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 9.850890759745539], [1, 8.925279758247601], [2, 9.123746367524202], [3, 9.632349049387063], [4, 9.416275887240808], [5, 9.85779830300738], [6, 8.938141278587715], [7, 8.188765561342864], [8, 8.04959612993962], [9, 8.715278633899384]]}, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 9.850890759745539], [1, 8.925279758247601], [2, 9.123746367524202], [3, 9.632349049387063], [4, 9.416275887240808], [5, 9.85779830300738], [6, 8.938141278587715], [7, 8.188765561342864], [8, 8.04959612993962], [9, 8.715278633899384]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.3461360116220939], [1, 0.4820571537213642], [2, 0.48628452691009927], [3, 0.49810210961234647], [4, 0.5016206692460188], [5, 0.38797331883178854], [6, 0.49665202158705296], [7, 0.5503623764242226], [8, 0.5303260277856128], [9, 0.5142190610607502]]}}","{'dataset': 'house-of-representatives-congress-116', 'timeout': 1800, 'version': 'split_10', 'baseline': 'Dynamo'}",2022-01-31_15-21-10-Dynamo-house-of-representatives-congress-116:split_10
